Account;Account name;Campaign#Original;Campaign;Labels;Campaign Type;Networks;Budget;Budget type;EU political ads;Standard conversion goals;Customer acquisition;Languages;Bid Strategy Type;Bid Strategy Name;Enhanced CPC;Start Date;End Date;Broad match keywords;Ad Schedule;Ad rotation;Content exclusions;Targeting method;Exclusion method;Audience targeting;Flexible Reach;AI Max;Text customization;Final URL expansion;Ad Group#Original;Ad Group;Max CPC;Max CPM;Target CPA;Max CPV;Target CPV;Percent CPC;Target CPM;Target ROAS;Target CPC;Desktop Bid Modifier;Mobile Bid Modifier;Tablet Bid Modifier;TV Screen Bid Modifier;Display Network Custom Bid Type;Optimized targeting;Strict age and gender targeting;Search term matching;Ad Group Type;Channels;Audience name;Age demographic;Gender demographic;Income demographic;Parental status demographic;Remarketing audience segments;Interest categories;Life events;Custom audience segments;Detailed demographics;Remarketing audience exclusions;Tracking template;Final URL suffix;Custom parameters;ID#Original;ID;Location#Original;Location;Location type;Reach;Location groups#Original;Location groups;Radius#Original;Radius;Unit#Original;Unit;Bid Modifier;Keyword#Original;Keyword;Criterion Type#Original;Criterion Type;First page bid;Top of page bid;First position bid;Quality score;Landing page experience;Expected CTR;Ad relevance;Final URL;Final mobile URL;Ad type;Headline 1#Original;Headline 1;Headline 1 position;Headline 2#Original;Headline 2;Headline 2 position;Headline 3#Original;Headline 3;Headline 3 position;Headline 4;Headline 4 position;Headline 5;Headline 5 position;Headline 6;Headline 6 position;Headline 7;Headline 7 position;Headline 8;Headline 8 position;Headline 9;Headline 9 position;Headline 10;Headline 10 position;Headline 11;Headline 11 position;Headline 12;Headline 12 position;Headline 13;Headline 13 position;Headline 14;Headline 14 position;Headline 15;Headline 15 position;Description 1#Original;Description 1;Description 1 position;Description 2#Original;Description 2;Description 2 position;Description 3;Description 3 position;Description 4;Description 4 position;Path 1;Path 2;Shared set name#Original;Shared set name;Shared set type;Keyword count;Link Text#Original;Link Text;Description Line 1#Original;Description Line 1;Description Line 2#Original;Description Line 2;Upgraded extension;Source;Link source;Final URL#Original;Header#Original;Header;Snippet Values#Original;Snippet Values;Callout text#Original;Callout text;Phone Number#Original;Phone Number;Country of Phone#Original;Country of Phone;Conversion Action;Type#Original;Type;Price qualifier;Language#Original;Language;Currency#Original;Currency;Header 1#Original;Header 1;Price 1;Unit 1;Final URL 1#Original;Final URL 1;Final mobile URL 1;Header 2#Original;Header 2;Price 2;Unit 2;Final URL 2#Original;Final URL 2;Final mobile URL 2;Header 3#Original;Header 3;Description 3#Original;Price 3;Unit 3;Final URL 3#Original;Final URL 3;Final mobile URL 3;Header 4#Original;Header 4;Description 4#Original;Price 4;Unit 4;Final URL 4#Original;Final URL 4;Final mobile URL 4;Header 5#Original;Header 5;Description 5#Original;Description 5;Price 5;Unit 5;Final URL 5#Original;Final URL 5;Final mobile URL 5;Header 6#Original;Header 6;Description 6#Original;Description 6;Price 6;Unit 6;Final URL 6#Original;Final URL 6;Final mobile URL 6;Header 7#Original;Header 7;Description 7#Original;Description 7;Price 7;Unit 7;Final URL 7#Original;Final URL 7;Final mobile URL 7;Header 8#Original;Header 8;Description 8#Original;Description 8;Price 8;Unit 8;Final URL 8#Original;Final URL 8;Final mobile URL 8;Campaign Status;Ad Group Status;Status;Approval Status;Ad strength;Comment
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Actief In [Plaats];Actief In [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Inclusief Veegbewijs;Inclusief Veegbewijs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Erkend & Gecertificeerd;Erkend & Gecertificeerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;€[Prijs] All-In Eén Kanaal;€[Prijs] All-In Eén Kanaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;;;[Nummer];[Nummer];NL;NL;Use account settings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteen Laten Vegen;Schoorsteen Laten Vegen;;Schoorsteen Laten Vegen;Schoorsteen Laten Vegen;;Schoorsteen Laten Vegen;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;;;;;;;;Serviceniveaus;Serviceniveaus;;nl;nl;EUR;EUR;Eén Rookkanaal;Eén Rookkanaal;59.95;;[url]?kw=[Plaats]&tel=024-1234567;[url]?kw=[Plaats]&tel=024-1234567;;Twee Rookkanalen;Twee Rookkanalen;109.00;;[url]?kw=[Plaats]&tel=024-1234567;[url]?kw=[Plaats]&tel=024-1234567;;Ieder Extra Kanaal;Ieder Extra Kanaal;Schoorsteen Laten Vegen;49.50;;[url]?kw=[Plaats]&tel=024-1234567;[url]?kw=[Plaats]&tel=024-1234567;;[];;[];0.00;;[];;;[];;[];;0.00;;[];;;[];;[];;0.00;;[];;;[];;[];;0.00;;[];;;[];;[];;0.00;;[];;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;All;;;;;;;;;;;;Audience segments;"Audience segments;Genders;Ages;Parental status;Household incomes";;;;Kosten Schoorsteenveger;Kosten Schoorsteenveger;1.37;0.01;;;0.01;;0.01;;;;;;;None;Disabled;Disabled;Disabled;Standard;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;;;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;schoorsteenveger kosten;schoorsteenveger kosten;Exact;Exact;1.03;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kosten schoorsteen vegen;kosten schoorsteen vegen;Exact;Exact;0.90;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prijs schoorsteenveger;prijs schoorsteenveger;Exact;Exact;1.25;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];Netnummer 024;;;;;;;;;;;;;;;;;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;Responsive search ad;Schoorsteenveger [Plaats];Schoorsteenveger [Plaats]; -;Schoorsteenveger Kosten;Schoorsteenveger Kosten; -;Kosten Schoorsteen Vegen;Kosten Schoorsteen Vegen; -;Prijs Schoorsteen Laten Vegen; -;€[Prijs] All-In Voor Eén Kanaal; -;Vaste Prijs Incl. Btw; -;Plan Uw Jaarlijkse Veegbeurt; -;8,2/10 uit 500 Recensies; -;Incl. Veegbewijs Verzekering; -;Voorkom Een Schoorsteenbrand; -;Van Inspectie Tot Vogelnesten; -;Erkend & Gecertificeerd; -;Bel De Schoorsteenbrigade; -;Eerst Vegen Achteraf Betalen; -;Wij Werken Netjes En Grondig; -;Schoorsteenveegbedrijf Nodig in [Plaats]? De Schoorsteenbrigade Helpt Snel Met Vaste Prijs;Schoorsteenveegbedrijf Nodig in [Plaats]? De Schoorsteenbrigade Helpt Snel Met Vaste Prijs; -;Vanaf €[Prijs] All-in Voor Eén Kanaal, Inclusief Btw, Voorrijkosten En Veegbewijs.;Vanaf €[Prijs] All-in Voor Eén Kanaal, Inclusief Btw, Voorrijkosten En Veegbewijs.; -;Wij Reinigen Schoorstenen En Rookkanalen Voor Alle Typen Kachels. Ook Inspectie Mogelijk.; -;Voorkom Rook, Stank en Vervuiling. Bel Direct Voor Een Veegbeurt In [Plaats].; -;Kosten;[Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;Excellent;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jaarlijks Onderhoud;Jaarlijks Onderhoud;Tijd Voor Het Jaarlijkse Onderhoud?;Tijd Voor Het Jaarlijkse Onderhoud?;De Schoorsteenbrigade Helpt Graag;De Schoorsteenbrigade Helpt Graag;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Over Ons;Over Ons;Wat Is De Schoorsteenbrigade;Wat Is De Schoorsteenbrigade;Lees Waar Wij Voor Staan;Lees Waar Wij Voor Staan;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Recensies;Recensies;Lees Ervaringen Van Klanten;Lees Ervaringen Van Klanten;8,2/10 uit 450+ Beoordelingen;8,2/10 uit 450+ Beoordelingen;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Direct Contact;Direct Contact;Bel Direct Met Onze Vegers;Bel Direct Met Onze Vegers;Voor Snelle Afspraken;Voor Snelle Afspraken;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Veelgestelde Vragen;Veelgestelde Vragen;Antwoord Op Praktische Vragen;Antwoord Op Praktische Vragen;Kosten, Planning En Werkwijze;Kosten, Planning En Werkwijze;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vaste Tarieven;Vaste Tarieven;€[Prijs] Incl. BTW en Voorrijkosten;€[Prijs] Incl. BTW en Voorrijkosten;Geen Verborgen Kosten;Geen Verborgen Kosten;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Veegbeurt Inplannen;Veegbeurt Inplannen;Plan Uw Jaarlijkse Veegbeurt;Plan Uw Jaarlijkse Veegbeurt;Uw Afspraak Snel Geregeld;Uw Afspraak Snel Geregeld;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Veegbewijs Verzekering;Veegbewijs Verzekering;Ontvang Een Veegbewijs Per E-Mail;Ontvang Een Veegbewijs Per E-Mail;Geldig Voor Uw Verzekering;Geldig Voor Uw Verzekering;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;8,2/10 uit 450+ Recensies;8,2/10 uit 450+ Recensies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Vaste Eerlijke Tarieven;Vaste Eerlijke Tarieven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Actief In [Plaats];Actief In [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Inclusief Veegbewijs;Inclusief Veegbewijs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Erkend & Gecertificeerd;Erkend & Gecertificeerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;€[Prijs] All-In Eén Kanaal;€[Prijs] All-In Eén Kanaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;[];;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;;;[Nummer];[Nummer];NL;NL;Use account settings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteen Laten Vegen;Schoorsteen Laten Vegen;;Schoorsteen Laten Vegen;Schoorsteen Laten Vegen;;Schoorsteen Laten Vegen;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;;;;;;;;Serviceniveaus;Serviceniveaus;;nl;nl;EUR;EUR;Eén Rookkanaal;Eén Rookkanaal;59.95;;[url]?kw=[Plaats]&tel=024-1234567;[url]?kw=[Plaats]&tel=024-1234567;;Twee Rookkanalen;Twee Rookkanalen;109.00;;[url]?kw=[Plaats]&tel=024-1234567;[url]?kw=[Plaats]&tel=024-1234567;;Ieder Extra Kanaal;Ieder Extra Kanaal;Schoorsteen Laten Vegen;49.50;;[url]?kw=[Plaats]&tel=024-1234567;[url]?kw=[Plaats]&tel=024-1234567;;[];;[];0.00;;[];;;[];;[];;0.00;;[];;;[];;[];;0.00;;[];;;[];;[];;0.00;;[];;;[];;[];;0.00;;[];;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2528;2528;Nederland;Nederland;Country;34200000;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;DSB NL [Klantnaam] | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteen zonder kosten;Schoorsteen zonder kosten;Shared negative keyword list;453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
