Account;Account name;Campaign#Original;Campaign;Labels;Campaign Type;Networks;Budget;Budget type;EU political ads;Standard conversion goals;Customer acquisition;Languages;Bid Strategy Type;Bid Strategy Name;Enhanced CPC;Desktop Bid Modifier;Mobile Bid Modifier;Tablet Bid Modifier;TV Screen Bid Modifier;Start Date;End Date;Broad match keywords;Ad Schedule;Ad rotation;Content exclusions;Targeting method;Exclusion method;Audience targeting;Flexible Reach;AI Max;Text customization;Final URL expansion;Ad Group#Original;Ad Group;Max CPC;Max CPM;Target CPA;Max CPV;Target CPV;Percent CPC;Target CPM;Target ROAS;Target CPC;Display Network Custom Bid Type;Optimized targeting;Strict age and gender targeting;Search term matching;Ad Group Type;Channels;Audience name;Age demographic;Gender demographic;Income demographic;Parental status demographic;Remarketing audience segments;Interest categories;Life events;Custom audience segments;Detailed demographics;Remarketing audience exclusions;Tracking template;Final URL suffix;Custom parameters;ID#Original;ID;Location#Original;Location;Location type;Reach;Location groups#Original;Location groups;Radius#Original;Radius;Unit#Original;Unit;Bid Modifier;Criterion Type;Keyword#Original;Keyword;Criterion Type#Original;First page bid;Top of page bid;First position bid;Quality score;Landing page experience;Expected CTR;Ad relevance;Final URL;Final mobile URL;Ad type;Headline 1#Original;Headline 1;Headline 1 position;Headline 2#Original;Headline 2;Headline 2 position;Headline 3#Original;Headline 3;Headline 3 position;Headline 4;Headline 4 position;Headline 5;Headline 5 position;Headline 6;Headline 6 position;Headline 7;Headline 7 position;Headline 8;Headline 8 position;Headline 9;Headline 9 position;Headline 10;Headline 10 position;Headline 11;Headline 11 position;Headline 12;Headline 12 position;Headline 13;Headline 13 position;Headline 14;Headline 14 position;Headline 15;Headline 15 position;Description 1#Original;Description 1;Description 1 position;Description 2#Original;Description 2;Description 2 position;Description 3;Description 3 position;Description 4;Description 4 position;Path 1;Path 2;IP address#Original;IP address;Shared set name#Original;Shared set name;Shared set type;Keyword count;Link Text#Original;Link Text;Description Line 1#Original;Description Line 1;Description Line 2#Original;Description Line 2;Upgraded extension;Source;Link source;Final URL#Original;Header#Original;Header;Snippet Values#Original;Snippet Values;Callout text#Original;Callout text;Phone Number#Original;Phone Number;Country of Phone#Original;Country of Phone;Conversion Action;Campaign Status;Ad Group Status;Status;Approval Status;Ad strength;Comment
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakrenovatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakrenovatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Volledig Nieuw Dak;Volledig Nieuw Dak;Van controle tot dakrenovatie;Van controle tot dakrenovatie;Persoonlijk advies op maat;Persoonlijk advies op maat;[];Advertiser;Advertiser;[url]/dakrenovatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Disapproved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakrenovatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[AantalJaren] jaar zekerheid;[AantalJaren] jaar zekerheid;Garantie op de uitvoering;Garantie op de uitvoering;Ook na oplevering bereikbaar;Ook na oplevering bereikbaar;[];Advertiser;Advertiser;[url]/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakrenovatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakrenovatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dak Laten Vernieuwen;Dak Laten Vernieuwen;Voor een volledig vernieuwd dak;Voor een volledig vernieuwd dak;Met vaste afspraken vooraf;Met vaste afspraken vooraf;[];Advertiser;Advertiser;[url]/dakrenovatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Disapproved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakrenovatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakrenovatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hellend Dak Renoveren;Hellend Dak Renoveren;Dakpannen, leien en onderdak;Dakpannen, leien en onderdak;Eén bedrijf voor alle werken;Eén bedrijf voor alle werken;[];Advertiser;Advertiser;[url]/dakrenovatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Disapproved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakrenovatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakrenovatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dakbedekking Vervangen;Dakbedekking Vervangen;Versleten dakbedekking vernieuwen;Versleten dakbedekking vernieuwen;Vraag een heldere offerte;Vraag een heldere offerte;[];Advertiser;Advertiser;[url]/dakrenovatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Disapproved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;All;;;;;;;;;;;;Optimize;;;;Audience segments;"Audience segments;Genders;Ages;Parental status;Household incomes";;;;Dakisolatie;Dakisolatie;3.02;0.20;;;0.01;;0.01;;;None;Disabled;Disabled;Enabled;Standard;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Exact;isolatie dak;isolatie dak;Exact;5.18;;;; -; -; -;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Phrase;Dakisolatie;Dakisolatie;Phrase;5.06;;;; -; -; -;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Phrase;isolatie dak;isolatie dak;Phrase;5.18;;;; -; -; -;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Exact;Dakisolatie;Dakisolatie;Exact;5.06;;;; -; -; -;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;Responsive search ad;Dakisolatie [Plaats];Dakisolatie [Plaats]; -;[Klantnaam] Dakwerken;[Klantnaam] Dakwerken; -;Uw Dak Laten Isoleren;Uw Dak Laten Isoleren; -;Isolatie Voor Platte Daken; -;Isolatie Voor Hellende Daken; -;Schuin Dak Laten Isoleren; -;Dakisolatie Laten Plaatsen; -;Minder Warmteverlies Via Dak; -;Isolatie Met Dakrenovatie; -;Isolatie Op Maat Van Uw Woning; -;[AantalJaren] Jaar Garantie; -;[ReviewHeadline]; -;Rechtstreeks Met [Klantnaam]; -;Heldere Offerte Vooraf; -;24 Op 24 Bereikbaar; -;Laat [Klantnaam] uw dak isoleren en beperk warmteverlies via plat of hellend dak.;Laat [Klantnaam] uw dak isoleren en beperk warmteverlies via plat of hellend dak.; -;Voor dakisolatie, plat dak isoleren en hellend dak isoleren in [Plaats].;Voor dakisolatie, plat dak isoleren en hellend dak isoleren in [Plaats].; -;U ontvangt praktisch advies, een heldere offerte en [AantalJaren] Jaar Garantie.; -;[ReviewHeadline] en 24 op 24 bereikbaar voor persoonlijk advies.; -;dak-isoleren;isolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;Poor;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dakisolatie Plaatsen;Dakisolatie Plaatsen;Voor plat en hellend dak;Voor plat en hellend dak;Minder warmteverlies via dak;Minder warmteverlies via dak;[];Advertiser;Advertiser;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Offerte Voor Isolatie;Offerte Voor Isolatie;Heldere kost en werkwijze;Heldere kost en werkwijze;Vrijblijvend aangevraagd;Vrijblijvend aangevraagd;[];Advertiser;Advertiser;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plat Dak Isoleren;Plat Dak Isoleren;Isoleren met EPDM of roofing;Isoleren met EPDM of roofing;Advies volgens uw dakopbouw;Advies volgens uw dakopbouw;[];Advertiser;Advertiser;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Isolatie En Renovatie;Isolatie En Renovatie;Twee werken slim combineren;Twee werken slim combineren;Eén planning en één offerte;Eén planning en één offerte;[];Advertiser;Advertiser;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[AantalJaren] Jaar Garantie;[AantalJaren] Jaar Garantie;Zekerheid op uitgevoerd werk;Zekerheid op uitgevoerd werk;Duidelijke afspraken vooraf;Duidelijke afspraken vooraf;[];Advertiser;Advertiser;[url]/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Dakisolatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hellend Dak Isoleren;Hellend Dak Isoleren;Isolatie onder of boven het dak;Isolatie onder of boven het dak;Bespreek de beste oplossing;Bespreek de beste oplossing;[];Advertiser;Advertiser;[url]/dakisolatie/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;All;;;;;;;;;;;;Optimize;;;;Audience segments;"Audience segments;Genders;Ages;Parental status;Household incomes";;;;Daklekkage;Daklekkage;3.52;0.20;;;0.01;;0.01;;;None;Disabled;Disabled;Enabled;Standard;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Phrase;daklekkage;daklekkage;Phrase;7.48;;;; -; -; -;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Exact;plat dak lekt;plat dak lekt;Exact;6.87;;;; -; -; -;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Phrase;plat dak lekt;plat dak lekt;Phrase;6.87;;;; -; -; -;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Phrase;daklekkage herstellen;daklekkage herstellen;Phrase;5.24;;;; -; -; -;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Exact;lekkend dak;lekkend dak;Exact;6.18;;;; -; -; -;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Phrase;lekkend dak;lekkend dak;Phrase;6.18;;;; -; -; -;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Exact;daklekkage herstellen;daklekkage herstellen;Exact;5.24;;;; -; -; -;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Exact;daklekkage;daklekkage;Exact;7.48;;;; -; -; -;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;Responsive search ad;Lekkend Dak In [Plaats]?;Lekkend Dak In [Plaats]?; -;[Klantnaam] Dakwerken;[Klantnaam] Dakwerken; -;Daklekkage Rap Hersteld;Daklekkage Rap Hersteld; -;Dak Lekt? Hulp Binnen 24 Uur; -;Lekkage In Uw Platte Dak?; -;Lekkage Rond Uw Dakvenster?; -;Lekt Uw Dak Na Regen?; -;Lekkage Na Een Storm?; -;Druppelt Uw Dak? Bel Direct; -;Expert Schuine En Platte Daken; -;Last Van Vochtplekken Plafond?; -;Gratis Inspectie Door [Klantnaam]; -;Altijd Vrijblijvende Offerte; -;Bel Direct [Klantnaam]; -;Rap Ter Plaatse In [Plaats]; -;Daklekkage of vochtproblemen? [Klantnaam] Dakwerken controleert en herstelt uw dak snel.;Daklekkage of vochtproblemen? [Klantnaam] Dakwerken controleert en herstelt uw dak snel.; -;Kies voor vakkundige dakwerken in [Plaats], met [AantalJaren] Jaar Garantie op uitgevoerde werken.;Kies voor vakkundige dakwerken in [Plaats], met [AantalJaren] Jaar Garantie op uitgevoerde werken.; -;Gratis plaatsbezoek, eerlijk advies en een vrijblijvende offerte van [Klantnaam] Dakwerken.; -;Schade door storm of waterinsijpeling? Vertrouw op een dakwerker [ReviewHeadline].; -;lekkend-dak;[Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;Poor;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lekkend Dak;Lekkend Dak;Druppend plafond of vochtplekken?;Druppend plafond of vochtplekken?;Wij komen gratis inspecteren;Wij komen gratis inspecteren;[];Advertiser;Advertiser;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/stormschade/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dakschade na storm;Dakschade na storm;Lekkend dak na storm?;Lekkend dak na storm?;Wij helpen vaak binnen 24 uur;Wij helpen vaak binnen 24 uur;[];Advertiser;Advertiser;[url]/stormschade/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leien Dak Lekt;Leien Dak Lekt;Lekt Uw Leien Dak?;Lekt Uw Leien Dak?;Wij herstellen uw leien dak;Wij herstellen uw leien dak;[];Advertiser;Advertiser;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lek Pannendak;Lek Pannendak;Pannen los of kapot?;Pannen los of kapot?;Laat uw pannendak controleren;Laat uw pannendak controleren;[];Advertiser;Advertiser;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plat Dak Lekt;Plat Dak Lekt;Lekkage in uw platte dak?;Lekkage in uw platte dak?;Wij herstellen binnen 24 uur;Wij herstellen binnen 24 uur;[];Advertiser;Advertiser;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Daklekkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Roofing Of EPDM Lekt;Roofing Of EPDM Lekt;EPDM of Roofing Lek?;EPDM of Roofing Lek?;Wij herstellen uw dakbedekking;Wij herstellen uw dakbedekking;[];Advertiser;Advertiser;[url]/daklekkage/?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001021;1001021;[Plaats], Vlaanderen, België;[Plaats], Vlaanderen, België;City;2780000;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001145;1001145;Vilvoorde, Vlaanderen, België;Vilvoorde, Vlaanderen, België;City;120000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
